id,name
132,"Safeguard Switch"
133,"Magnetized Discharge"
134,"Fracturing Crush"
135,"Greedy Pull"
136,"Sapping Reach"
140,"Cataclysmic Continuum"
139,"Rift Haven"
137,"Counter Pulse"
141,"Rift Torrent"
144,"Shield of Shadows"
138,"Shield Overload"
143,"Primal Rage"
145,"Despoil"
146,"Soul Survivor"
142,"Celestial Stomp"
147,"Discharge Strike"
150,"Safeguard"
149,"Reaping Chakram"
148,"Creeping Terrify"
151,"Ward Recovery"
152,"Pyroclastic Flow"
155,"Smoke Shadow"
157,"Teleport Rush"
160,"Phoenix Renewal"
159,"Defiled Reckoning"
156,"Tear Gas"
154,"Rising Storm"
158,"Hallowed Reckoning"
153,"Seeking Shuriken"
161,"Smite Infusion"
162,"Hallowed Eruption"
163,"Viral Tempest"
164,"Pilfering Swarm"
167,"Lasting Covenant"
168,"Warding Thurible"
165,"Rousing Plunder"
166,"Tidal Impunity"
169,"Concentrated Arrow"
172,"Power of Three"
170,"Piercing Navigator"
171,"Empowered Quiver"
173,"Infiltrate"
175,"Piercing Roar"
176,"Ironclad Charge"
177,"Reinforcing Stomp"
174,"Iron Shrapnel"
179,"Negation Armor"
180,"Venom Dose"
182,"Contagion Cloud"
181,"Regenerative Molt"
183,"Target Fixation"
178,"Elemental Sandstorm"
185,"Jet Stream"
184,"Funnel Clouds"
187,"Photon Repeater"
186,"Repelling Bastille"
188,"Tesla Bank"
189,"Vampire Leech"
190,"Abating Link"
191,"Pool of Life"
193,"Transistor Shield"
192,"Capacitance"
194,"Recharge Barrier"
195,"Shock Trooper"
197,"Kinetic Collision"
199,"Energy Transfer"
196,"Shocking Speed"
198,"Peaceful Provocation"
200,"Duality"
201,"Push & Pull"
202,"Calm & Frenzy"
203,"Cat's Eye"
204,"Mischief"
205,"Charm"
206,"Territorial Aggression"
207,"Pounce"
209,"Sharpened Claws"
211,"Fear Sense"
210,"Swipe"
208,"Reflect"
213,"Hunt"
212,"Trample"
214,"Stalk"
215,"Dig"
216,"Neutralize"
217,"Howl"
220,"Shelter"
219,"Retrieve"
221,"Protect"
218,"Proboscis"
222,"Scavenge"
223,"Unleashed"
224,"Shield Charger"
225,"Medi-Ray"
230,"Coolant Leak"
229,"Investigator"
226,"Arc Coil"
227,"Fatal Attraction"
232,"Ghost"
233,"Guardian"
231,"Crowd Dispersion"
234,"Calculated Shot"
236,"Looter"
235,"Ammo Case"
239,"Regen"
237,"Primed Regen"
238,"Negate"
240,"Reawaken"
242,"Sacrifice"
241,"Revenge"
243,"Sanctuary"
244,"Molecular Conversion"
246,"Electro Pulse"
248,"Thumper"
250,"Vacuum"
247,"Targeting Receptor"
251,"Vaporize"
253,"Detect Vulnerability"
254,"Peculiar Bloom"
255,"Peculiar Growth"
256,"Primed Morphic Transformer"
259,"Astral Slash"
257,"Meteor Crash"
258,"Nebula Bore"
260,"Searing Steel"
261,"Tempered Blade"
262,"Bleeding Edge"
264,"Furor"
263,"Cutting Edge"
269,"Blazing Steel"
265,"Extend"
266,"Astral Autopsy"
268,"Conductive Blade"
267,"Sudden Impact"
271,"Poisonous Sting"
270,"Glacial Edge"
272,"Comet Blast"
273,"Quasar Drill"
274,"Zodiac Shred"
275,"Magma Chamber"
277,"Magazine Extension"
276,"Shell Rush"
281,"Dual Rounds"
279,"Hollowed Bullets"
278,"Parallax Scope"
280,"Rubedo-Lined Barrel"
282,"Automatic Trigger"
283,"Modified Munitions"
284,"Electrified Barrel"
285,"Combustion Rounds"
286,"Polar Magazine"
287,"Venomous Clip"
288,"Kinetic Diversion"
291,"Energy Amplifier"
289,"Efficient Transferral"
292,"Morphic Transformer"
290,"System Reroute"
294,"Enhanced Durability"
293,"Argon Plating"
296,"Energy Inversion"
295,"Auxiliary Power"
298,"Hyperion Thrusters"
300,"Growing Power"
299,"Brief Respite"
297,"Superior Defenses"
302,"Stand United"
301,"Empowered Blades"
304,"Shield Disruption"
303,"Corrosive Projection"
305,"Infested Impedance"
306,"Enemy Radar"
307,"Energy Siphon"
309,"Rejuvenation"
308,"Physique"
310,"Holster Amp"
312,"Steel Charge"
311,"Loot Detector"
314,"Pistol Amp"
313,"Pistol Scavenger"
315,"Toxin Resistance"
316,"Rifle Scavenger"
318,"Shotgun Scavenger"
317,"Rifle Amp"
320,"Sniper Scavenger"
319,"Shotgun Amp"
322,"Sprint Boost"
321,"Dead Eye"
323,"EMP Aura"
326,"True Punishment"
328,"Enduring Affliction"
329,"Enduring Strike"
327,"Quickening"
330,"Life Strike"
332,"Spoiled Strike"
333,"Corrupt Charge"
331,"Drifting Contact"
334,"Voltaic Strike"
325,"Focused Defense"
336,"Focus Energy"
335,"Volcanic Edge"
339,"Rending Strike"
338,"Virulent Scourge"
337,"Vicious Frost"
341,"Electromagnetic Shielding"
340,"Static Discharge"
342,"Vulcan Blitz"
343,"Hunter's Bonesaw"
344,"Rift Strike"
345,"Blood Rush"
346,"Body Count"
350,"Primed Heavy Trauma"
347,"Weeping Wounds"
348,"Maiming Strike"
351,"Primed Pressure Point"
349,"Primed Fury"
352,"Primed Reach"
353,"Primed Fever Strike"
354,"Dispatch Overdrive"
355,"Sundering Strike"
357,"True Steel"
358,"Organ Shatter"
361,"Shocking Touch"
356,"Guardian Derision"
359,"Berserker Fury"
360,"Condition Overload"
362,"Collision Force"
363,"Auger Strike"
364,"Buzz Kill"
365,"Molten Impact"
370,"Rebound"
371,"Whirlwind"
367,"North Wind"
366,"Fury"
369,"Quick Return"
368,"Power Throw"
373,"Heavy Trauma"
372,"Healing Return"
374,"Shattering Impact"
375,"Reflex Coil"
377,"Pressure Point"
376,"Relentless Combination"
380,"Smite Grineer"
378,"Smite Corpus"
379,"Smite Orokin"
381,"Smite Infested"
383,"Killing Blow"
382,"Finishing Touch"
385,"Seismic Wave"
384,"Reach"
386,"Covert Lethality"
387,"Energy Channel"
388,"Lasting Sting"
389,"Jagged Edge"
390,"Melee Prowess"
391,"Fever Strike"
395,"Creeping Bullseye"
396,"Hollow Point"
397,"Magnum Force"
400,"Jolt"
398,"Anemic Agility"
399,"Tainted Clip"
401,"Scorch"
403,"Frostbite"
402,"Lethal Torrent"
405,"Pistol Pestilence"
404,"Ice Storm"
406,"Stunning Speed"
408,"Targeting Subsystem"
407,"Fulmination"
409,"Hydraulic Crosshairs"
410,"Sharpened Bullets"
413,"Primed Target Cracker"
411,"Pressurized Magazine"
412,"Embedded Catalyzer"
414,"Primed Slip Magazine"
415,"Primed Pistol Gambit"
418,"Concealed Explosives"
416,"Primed Heated Charge"
420,"No Return"
417,"Primed Pistol Ammo Mutation"
419,"Trick Mag"
421,"Ruinous Extension"
422,"Slip Magazine"
423,"Pistol Gambit"
424,"Target Cracker"
425,"Hornet Strike"
429,"Maim"
426,"Convulsion"
427,"Pummel"
428,"Bore"
430,"Heated Charge"
431,"Barrel Diffusion"
432,"Gunslinger"
433,"Deep Freeze"
435,"Suppress"
434,"Concussion Rounds"
437,"Expel Corpus"
440,"Expel Infested"
438,"Expel Orokin"
436,"Pistol Ammo Mutation"
439,"Expel Grineer"
442,"Perpetual Agony"
441,"Hawk Eye"
443,"Lethal Momentum"
445,"Steady Hands"
444,"Seeker"
446,"Quickdraw"
448,"Sure Shot"
447,"Razor Shot"
449,"Pathogen Rounds"
450,"Stand Ground"
451,"Impenetrable Offense"
452,"Mortal Conduct"
454,"Counterweight"
453,"Heartseeker"
459,"Martial Fury"
456,"Sharpened Blade"
458,"Sword Alone"
457,"Explosive Demise"
455,"Serrated Edges"
461,"Heavy Warhead"
462,"Meteor Munitions"
460,"Relentless Assault"
463,"Impaler Munitions"
464,"Razor Munitions"
465,"Draining Gloom"
466,"Spry Sights"
467,"Loose Magazine"
468,"Secondary Wind"
469,"Air Recon"
471,"Reflex Draw"
472,"Full Capacity"
470,"Blind Shot"
473,"Hydraulic Barrel"
475,"Night Stalker"
474,"Shrapnel Rounds"
476,"Strafing Slide"
478,"Recuperate"
479,"Calculated Victory"
477,"Eject Magazine"
480,"Static Alacrity"
481,"Skull Shots"
482,"Spring-Loaded Broadhead"
485,"Serrated Rounds"
483,"Comet Rounds"
484,"Ripper Rounds"
486,"Thundermiter"
489,"Agile Aim"
487,"Deft Tempo"
488,"Soaring Strike"
490,"Plan B"
492,"Emergent Aftermath"
491,"Loose Hatch"
494,"Brain Storm"
493,"Gorgon Frenzy"
496,"Overview"
499,"Final Tap"
497,"Lucky Shot"
498,"Feathered Arrows"
495,"Lie In Wait"
501,"Maximum Capacity"
500,"Twitch"
502,"Hydraulic Gauge"
504,"Gun Glide"
503,"Apex Predator"
505,"Grinloked"
508,"Tactical Reload"
506,"Triple Tap"
509,"Recover"
507,"Double Tap"
510,"Vanquished Prey"
511,"Ambush Optics"
512,"Directed Convergence"
514,"Focused Acceleration"
513,"Sudden Justice"
516,"Precision Munition"
517,"Crash Shot"
515,"Measured Burst"
523,"Broad Eye"
522,"Kill Switch"
519,"Flak Shot"
518,"Shred Shot"
521,"Loose Chamber"
520,"Snap Shot"
524,"Soft Hands"
525,"Loaded Capacity"
526,"Hydraulic Chamber"
527,"Bounty Hunter"
529,"Lock and Load"
531,"Prize Kill"
530,"Momentary Pause"
528,"Double-Barrel Drift"
533,"Piercing Fury"
534,"Biting Piranha"
532,"Scarlet Hurricane"
538,"Crashing Havoc"
536,"Quaking Hand"
535,"Dividing Blades"
537,"Celestial Nightfall"
540,"Fateful Truth"
541,"Rending Wind"
539,"Noble Cadence"
542,"Mafic Rain"
543,"Argent Scourge"
544,"Vicious Approach"
545,"Cunning Aspect"
547,"Crashing Timber"
549,"Rising Steel"
550,"Tainted Hydra"
548,"Last Herald"
546,"Shadow Harvest"
551,"Star Divide"
552,"Lashing Coil"
553,"Air Thrusters"
555,"Armored Acrobatics"
554,"Anti-Flak Plating"
556,"Armored Evade"
560,"Follow Through"
559,"Surplus Diverters"
557,"Overcharge Detectors"
558,"Voltaic Lance"
562,"Heightened Reflexes"
561,"Overcharged"
563,"Hastened Steps"
565,"Rime Vault"
566,"Vital Systems Bypass"
564,"Searing Leap"
567,"Final Act"
570,"Adept Surge"
569,"No Current Leap"
568,"Tactical Retreat"
571,"Rising Skill"
572,"Adrenaline Boost"
573,"Calculated Spring"
575,"Venomous Rise"
574,"Tempered Bound"
576,"Armored Recovery"
577,"Quick Charge"
578,"Anticipation"
582,"Critical Delay"
584,"Vile Acceleration"
586,"Vile Precision"
585,"Tainted Mag"
583,"Heavy Caliber"
587,"Depleted Reload"
588,"High Voltage"
589,"Thermite Rounds"
590,"Hammer Shot"
591,"Rime Rounds"
594,"Shred"
592,"Malignant Force"
593,"Primed Shred"
595,"Wildfire"
596,"Flux Overdrive"
599,"Kinetic Ricochet"
598,"Thermagnetic Shells"
597,"Tether Grenades"
601,"Harkonar Scope"
600,"Nightwatch Napalm"
602,"Guided Ordnance"
603,"Argon Scope"
604,"Bladed Rounds"
606,"Catalyzer Link"
605,"Spring-Loaded Chamber"
608,"Primed Bane of Orokin"
610,"Primed Bane of Infested"
611,"Primed Cryo Rounds"
609,"Primed Bane of Grineer"
607,"Primed Bane of Corpus"
612,"Primed Fast Hands"
613,"Primed Rifle Ammo Mutation"
614,"Thunderbolt"
615,"Primed Chamber"
616,"Target Acquired"
617,"Charged Chamber"
619,"Piercing Hit"
620,"Sinister Reach"
618,"Ammo Drum"
621,"Combustion Beam"
624,"Point Strike"
625,"Vital Sense"
623,"Magazine Warp"
622,"Arrow Mutation"
627,"Stormbringer"
628,"Piercing Caliber"
632,"Bane of Orokin"
629,"Crash Course"
631,"Bane of Corpus"
630,"Fanged Fusillade"
626,"Serration"
633,"Bane of Grineer"
634,"Bane of Infested"
635,"Hellfire"
636,"Split Chamber"
637,"Speed Trigger"
638,"Cryo Rounds"
639,"Adhesive Blast"
641,"Firestorm"
640,"Rupture"
642,"Hush"
643,"Continuous Misery"
644,"Terminal Velocity"
646,"Stabilizer"
645,"Metal Auger"
647,"Fast Hands"
648,"Rifle Ammo Mutation"
650,"Sniper Ammo Mutation"
653,"Eagle Eye"
649,"Sawtooth Clip"
652,"Infected Clip"
651,"Rifle Aptitude"
654,"Medi-Pet Kit"
656,"Bite"
655,"Savagery"
657,"Ferocity"
659,"Link Vitality"
661,"Loyal Companion"
662,"Maul"
658,"Link Fiber"
660,"Link Redirection"
663,"Pack Leader"
664,"Hastened Deflection"
665,"Metal Fiber"
666,"Spare Parts"
667,"Self Destruct"
668,"Enhanced Vitality"
670,"Fired Up"
673,"Augur Pact"
669,"Animal Instinct"
671,"Calculated Redirection"
672,"Accelerated Deflection"
674,"Augur Seeker"
675,"Augur Accord"
678,"Augur Secrets"
676,"Augur Message"
677,"Augur Reach"
679,"Gladiator Might"
680,"Gladiator Rush"
681,"Gladiator Vice"
682,"Gladiator Aegis"
683,"Gladiator Finesse"
685,"Hunter Command"
684,"Gladiator Resolve"
688,"Hunter Munitions"
686,"Hunter Recovery"
687,"Hunter Synergy"
690,"Hunter Adrenaline"
691,"Sacrificial Pressure"
693,"Umbral Vitality"
692,"Sacrificial Steel"
689,"Hunter Track"
694,"Umbral Fiber"
695,"Umbral Intensify"
698,"Vigilante Offense"
696,"Vigilante Armaments"
697,"Vigilante Fervor"
699,"Vigilante Supplies"
701,"Vigilante Vigor"
702,"Accelerated Blast"
700,"Vigilante Pursuit"
703,"Blaze"
704,"Chilling Reload"
705,"Tainted Shell"
707,"Vicious Spread"
706,"Critical Deceleration"
708,"Frail Momentum"
710,"Shell Shock"
709,"Burdened Magazine"
713,"Toxic Barrage"
712,"Frigid Blast"
711,"Scattering Inferno"
715,"Fomorian Accelerant"
714,"Seeking Fury"
718,"Narrow Barrel"
717,"Silent Battery"
716,"Acid Shells"
719,"Laser Sight"
721,"Repeater Clip"
722,"Nano-Applicator"
720,"Shrapnel Shot"
723,"Primed Ravage"
725,"Primed Shotgun Ammo Mutation"
724,"Primed Point Blank"
728,"Ammo Stock"
726,"Shell Compression"
727,"Flechette"
729,"Blunderbuss"
730,"Ravage"
732,"Charged Shell"
733,"Breach Loader"
731,"Point Blank"
734,"Full Contact"
735,"Sweeping Serration"
736,"Incendiary Coat"
737,"Hell's Chamber"
738,"Shotgun Barrage"
739,"Chilling Grasp"
740,"Disruptor"
741,"Lingering Torment"
742,"Fatal Acceleration"
744,"Tactical Pump"
743,"Seeking Force"
746,"Cleanse Corpus"
745,"Shotgun Ammo Mutation"
747,"Cleanse Orokin"
748,"Cleanse Grineer"
749,"Cleanse Infested"
750,"Shredder"
754,"Entropy Spike"
752,"Contagious Spread"
753,"Toxic Sequence"
751,"Shotgun Savvy"
756,"Gleaming Blight"
755,"Gilded Truth"
758,"Eroding Blight"
757,"Justice Blades"
760,"Deadly Sequence"
759,"Winds of Purity"
761,"Scattered Justice"
763,"Entropy Flight"
764,"Stockpiled Blight"
762,"Blade of Truth"
765,"Voltage Sequence"
766,"Spring-Loaded Blade"
767,"Toxic Blight"
768,"Neutralizing Justice"
774,"Sequence Burn"
770,"Disarming Purity"
769,"Entropy Detonation"
771,"Avenging Truth"
772,"Bright Purity"
773,"Shattering Justice"
776,"Stinging Truth"
775,"Entropy Burst"
777,"Lasting Purity"
778,"Madurai Transmute Core"
779,"Vazarin Transmute Core"
780,"Naramon Transmute Core"
789,"Constitution"
792,"Blind Rage"
793,"Transient Fortitude"
790,"Narrow Minded"
791,"Fleeting Expertise"
794,"Overextended"
795,"Fortitude"
797,"Armored Agility"
798,"Vigor"
796,"Streamlined Form"
799,"Pain Threshold"
801,"Primed Sure Footed"
802,"Primed Flow"
800,"Primed Continuity"
803,"Primed Vigor"
804,"Continuity"
805,"Streamline"
806,"Stretch"
807,"Intensify"
808,"Steel Fiber"
811,"Natural Talent"
810,"Undying Will"
812,"Master Thief"
813,"Aviator"
815,"Flame Repellent"
816,"Insulation"
818,"Diamond Skin"
817,"Shock Absorbers"
809,"Reflex Guard"
814,"Lightning Rod"
819,"Antitoxin"
820,"Rage"
821,"Enemy Sense"
822,"Heavy Impact"
824,"Vitality"
825,"Handspring"
826,"Sure Footed"
823,"Provoked"
827,"Thief's Wit"
828,"Warm Coat"
829,"Parry"
830,"Reflection"
832,"Flow"
831,"Equilibrium"
833,"Quick Thinking"
834,"Rapid Resilience"
835,"Retribution"
836,"Redirection"
837,"Fast Deflection"
838,"Maglev"
839,"Rush"
840,"Intruder"
842,"Energy Conversion"
841,"Lightning Dash"
843,"Firewalker"
844,"Health Conversion"
847,"Mobilize"
846,"Battering Maneuver"
848,"Piercing Step"
845,"Ice Spring"
849,"Rending Turn"
850,"Patagium"
851,"Toxic Flight"
853,"Tempo Royale"
854,"Cleaving Whirlwind"
852,"Rending Crane"
858,"Crimson Dervish"
857,"Vermillion Storm"
856,"Four Riders"
855,"Malicious Raptor"
859,"Homing Fang"
860,"Stinging Thorn"
861,"Pointed Wind"
862,"Sinking Talon"
863,"Spinning Needle"
864,"Gnashing Payara"
865,"Swirling Tiger"
866,"Carving Mantis"
867,"Crossing Snakes"
868,"Fracturing Wind"
869,"Gaia's Tragedy"
870,"Seismic Palm"
871,"Gleaming Talon"
872,"Astral Twilight"
873,"High Noon"
874,"Bullet Dance"
876,"Crushing Ruin"
875,"Shattering Storm"
880,"Decisive Judgement"
877,"Iron Phoenix"
878,"Tranquil Cleave"
879,"Blind Justice"
886,"Bleeding Willow"
881,"Sundering Weave"
883,"Atlantis Vulcan"
882,"Cyclone Kraken"
884,"Shimmering Blight"
885,"Twirling Spire"
888,"Brutal Tide"
890,"Final Harbinger"
887,"Grim Fury"
889,"Vulpine Mask"
892,"Stalking Fan"
891,"Reaping Spiral"
894,"Flailing Branch"
893,"Clashing Forest"
895,"Vengeful Revenant"
899,"Gemini Cross"
897,"Eleventh Storm"
896,"Swooping Falcon"
898,"Defiled Snapdragon"
900,"Sovereign Outcast"
903,"Coiling Viper"
902,"Burning Wasp"
901,"Slicing Feathers"
905,"Simulor"
904,"Heliocor"
907,"Torid"
908,"Ignis"
906,"Acrid"
910,"Ogris"
909,"Ignis Wraith"
912,"Spectra"
913,"Flux Rifle"
911,"Supra"
915,"Prova"
914,"Dera Vandal"
916,"Dera"
918,"Prova Vandal"
917,"Lanka"
921,"Tetra"
919,"Lenz"
922,"Prisma Tetra"
920,"Amprex"
923,"Opticor"
924,"Glaxion"
925,"Quanta"
926,"Quanta Vandal"
927,"Arca Plasmor"
928,"Convectrix"
929,"Penta"
934,"Obex"
930,"Supra Vandal"
932,"Ohma"
931,"Ferrox"
933,"Arca Titron"
935,"Prisma Obex"
936,"Serro"
938,"Detron"
937,"Lecta"
940,"Dual Cestra"
939,"Cestra"
941,"Sonicor"
942,"Cycron"
943,"Staticor"
944,"Angstrum"
945,"Prisma Angstrum"
948,"Viper"
946,"Arca Scisco"
947,"Twin Gremlins"
949,"Kraken"
950,"Seer"
951,"Hind"
952,"Grakata"
954,"Drakgoon"
955,"Grinlok"
956,"Karak"
957,"Karak Wraith"
953,"Twin Grakatas"
959,"Vulkar"
960,"Vulkar Wraith"
961,"Zarr"
958,"Miter"
962,"Javlok"
963,"Quartakk"
964,"Buzlok"
965,"Tonkor"
966,"Harpak"
967,"Kohm"
972,"Sheev"
975,"Dual Cleavers"
970,"Gorgon Wraith"
968,"Argonak"
969,"Prisma Gorgon"
971,"Ripkas"
974,"Jat Kittag"
973,"Kesheg"
976,"Machete"
977,"Prisma Dual Cleavers"
980,"Ack & Brunt"
978,"Prisma Machete"
979,"Machete Wraith"
982,"Halikar"
983,"Twin Basolk"
981,"Atterax"
984,"Twin Krohkur"
985,"Krohkur"
988,"Sydon"
986,"Jat Kusar"
987,"Broken Scepter"
989,"Stug"
991,"Marelok"
990,"Brakk"
995,"Twin Rogga"
994,"Kohmak"
993,"Twin Kohmak"
992,"Nukor"
996,"Kulstar"
997,"Stubba"
998,"Atomos"
1000,"Twin Vipers Wraith"
1001,"Mutalist Cernos"
999,"Viper Wraith"
1003,"Hema"
1004,"Paracyst"
1002,"Mutalist Quanta"
1005,"Phage"
1007,"Cerata"
1010,"Mios"
1009,"Hirudo"
1006,"Synapse"
1013,"Scoliac"
1011,"Mire"
1008,"Caustacyst"
1014,"Pox"
1012,"Lesion"
1015,"Dual Toxocyst"
1016,"Tysis"
1020,"MK1-Furis"
1018,"MK1-Bo"
1017,"Embolist"
1019,"MK1-Furax"
1021,"MK1-Kunai"
1022,"MK1-Paris"
1023,"MK1-Strun"
1024,"Zaw"
1027,"Telos Akbolto"
1026,"Telos Boltace"
1030,"Gammacor"
1025,"Telos Boltor"
1029,"Synoid Heliocor"
1028,"Synoid Simulor"
1031,"Synoid Gammacor"
1032,"Sancti Tigris"
1033,"Sancti Magistar"
1034,"Sancti Castanas"
1038,"Rakta Cernos"
1037,"Secura Dual Cestra"
1035,"Secura Penta"
1036,"Secura Lecta"
1039,"Rakta Dark Dagger"
1040,"Rakta Ballistica"
1041,"Vaykor Hek"
1043,"Vaykor Marelok"
1044,"Aklex"
1042,"Vaykor Sydon"
1048,"Aklato"
1046,"Afuris"
1045,"Aklex Prime"
1047,"Akbolto"
1051,"Akmagnus"
1049,"Akbronco"
1050,"Twin Vipers"
1052,"Akvasto"
1053,"Akbronco Prime"
1054,"<ARCHWING> Rathbone"
1055,"<ARCHWING> Kaszas"
1056,"<ARCHWING> Agkuza"
1057,"<ARCHWING> Onorix"
1058,"<ARCHWING> Veritux"
1060,"<ARCHWING> Knux"
1059,"<ARCHWING> Centaur"
1061,"<ARCHWING> Prisma Veritux"
1062,"Cyngas"
1064,"Dual Decurion"
1063,"Phaedra"
1065,"Imperator"
1066,"Imperator Vandal"
1067,"Corvas"
1071,"Cernos"
1069,"Grattler"
1070,"Fluctus"
1068,"Velocitus"
1073,"Cernos Prime"
1074,"Paris"
1072,"Daikyu"
1075,"Paris Prime"
1079,"Tiberon"
1076,"Dread"
1077,"Dex Sybaris"
1078,"Tigris"
1080,"Rubico"
1081,"Zenith"
1082,"Panthera"
1083,"Boltor Prime"
1084,"Burston Prime"
1087,"Tiberon Prime"
1086,"Sybaris Prime"
1088,"Tigris Prime"
1085,"Soma Prime"
1091,"Stradavar"
1090,"Zhuge"
1092,"Tenora"
1089,"Vectis Prime"
1093,"Astilla"
1096,"Veldt"
1094,"Corinth"
1097,"Baza"
1095,"Scourge"
1100,"Latron Wraith"
1099,"Attica"
1098,"Sybaris"
1102,"Scindo"
1101,"Scindo Prime"
1103,"Dual Zoren"
1106,"Venka"
1110,"Heat Dagger"
1111,"Dark Dagger"
1104,"Dual Ichor"
1107,"Cronus"
1108,"Dakra Prime"
1112,"Fang"
1109,"Ceramic Dagger"
1118,"Dual Heat Swords"
1113,"Ether Daggers"
1116,"Kama"
1114,"Fang Prime"
1115,"Dual Kamas"
1117,"Dual Ether"
1119,"Dual Skana"
1120,"Furax"
1122,"Tekko"
1121,"Furax Wraith"
1124,"Ankyros"
1126,"Glaive"
1125,"Kestrel"
1123,"Ankyros Prime"
1128,"Orvius"
1132,"Volnus"
1131,"Redeemer"
1130,"Sarpa"
1129,"Gram"
1134,"Fragor"
1135,"Ether Sword"
1133,"Sibear"
1127,"Glaive Prime"
1136,"Skana"
1137,"Skana Prime"
1139,"Ninkondi"
1142,"Tonbo"
1140,"Shaku"
1141,"Gazal Machete"
1144,"Cassowar"
1143,"Guandao"
1138,"Magistar"
1145,"Orthos"
1151,"Venka Prime"
1147,"Dual Kamas Prime"
1153,"Ether Reaper"
1149,"Kogake Prime"
1148,"Fragor Prime"
1150,"Silva & Aegis Prime"
1146,"Orthos Prime"
1154,"Reaper Prime"
1152,"Anku"
1156,"Dual Raza"
1157,"Tipedo"
1160,"Bo"
1155,"Hate"
1159,"Amphis"
1158,"Bo Prime"
1161,"Zenistar"
1163,"Nami Solo"
1162,"Nami Skyla"
1164,"Dark Sword"
1165,"Dark Split-Sword"
1166,"Dex Dakra"
1167,"Galatine"
1170,"Nikana"
1171,"Dragon Nikana"
1169,"Jaw Sword"
1168,"Heat Sword"
1172,"Karyst"
1174,"Pangolin Sword"
1173,"Destreza Prime"
1175,"Plasma Sword"
1176,"Galatine Prime"
1180,"Lacera"
1179,"Dual Keres"
1178,"Nami Skyla Prime"
1181,"War"
1183,"Okina"
1184,"Endura"
1185,"Destreza"
1187,"Silva & Aegis"
1182,"Broken War"
1177,"Nikana Prime"
1190,"Kronen"
1189,"Boltace"
1188,"Sigma & Octantis"
1192,"Gunsen"
1186,"Skiajati"
1193,"Furis"
1197,"Bronco"
1195,"Sicarus"
1196,"Bolto"
1191,"Kronen Prime"
1198,"Lex"
1194,"Bronco Prime"
1201,"Lato"
1200,"Lato Vandal"
1199,"Lato Prime"
1202,"Vasto"
1204,"Ballistica"
1205,"Dex Furis"
1206,"Akzani"
1203,"Euphona Prime"
1207,"Magnus"
1210,"Ballistica Prime"
